author,published_at,like_count,text,public
@M4nt4nP3mUlung,2026-01-22T09:38:33Z,0,"MBG salah satu bukti bahwa korupsi masih bekerja dengan aman bayangkan 1,2 T /perhari Gilaa benarrr",TRUE
@mujiyanto3466,2026-01-22T03:14:58Z,0,"lebih baik pendidikan gratis, dari pada makan gratis. NKRI HARGA MATI",TRUE
@ekomeiriopradita6060,2026-01-22T02:54:29Z,0,"Nikmat MBG Mana lagi yang Kamu Dustakan...!<br><br>1 titik dapur MBG 3000 porsi / hari.<br><br>Perporsi Ambil Untung Rp 2000 saja <br><br>3000 Porsi x Rp. 2000 = Untung Rp. 6.000.000 / hari<br><br>Kalau Dapat Jatah 40 Titik Dapur MBG Saja.<br>40 titik Dapur MBG x Rp. 6.000.000 = Untung Rp. 240.000.000 / Hari<br><br>Dalam 1 Bulan Bisa Untung 7,2 M<br>30 Hari x Rp. 240.000.000 = Untung Rp. 7.200.000.000 Perbulan<br><br><br>Dan yang Paling Penting adalah<br>Dapur MBGnya dikerjasamakan/dikelola oleh pihak lain<br><br>Gak Perlu Modal Dapur dll yang Penting Dapat Jatah Dapur MBG 40 titik Dapur saja sudah Dapat 7,2 M Perbulan...! <br><br>Lalu<br><br>Nikmat MBG Mana lagi yang Kamu Dustakan...!",TRUE
@EDOMC122,2026-01-21T19:39:27Z,0,Mbg  membuat rakyat iri hati karena tidak langsung merata yang dari awal dapat  sudah tambah gizinya yang belum dapat nunggu sampai pemilu yang akan datang sampai tidak punya gizi apakah ini adil bagi rakyat Indonesia,TRUE
@praiwitachannel,2026-01-21T14:58:50Z,1,Negara yg pejabatnya rakyak pelihara lewat korupsi😂😂😂😂,TRUE
@sriyuniartirahayuningsih7096,2026-01-21T08:31:46Z,0,Pejabat2 di Konoha plg cerdas...apapun bs dijadikan kesempatan utk korupsi,TRUE
@Moreira84,2026-01-21T08:23:45Z,0,"Di Timor Leste  implementasi program Makan bergiji untuk anak2 TK dan SD sudah berlangsung sejah 2014 lalu, subssidi Lansia dan Subsidi untuk para Veteran, programa berobat gratis baik  di dalam negeri dan luar negeri sudah berlangsung selama 12 tahun yang lalu..",TRUE
@maryanto6130,2026-01-21T07:40:28Z,0,MBG itu ladang koruptor kroninya prabowo omon omon😢😮😅,TRUE
@ehasugiri2998,2026-01-21T07:01:17Z,0,Sy setuju btalkan MBG yg kaya yg punya dapur,TRUE
@loejan5834,2026-01-21T02:45:40Z,0,"MBG, tiap hari ada keracunan,,<br>Kampanye terselubung Prabowo utk pemilu 2029,",TRUE
@AdeSurtini-g4b,2026-01-21T00:07:38Z,0,Proyek orang2 pendukung pemilihan presiden,TRUE
@sahabatjk7709,2026-01-20T21:05:29Z,0,Proyek Makan Bergizi Geratis (PMBG) 😅😅😅,TRUE
@galerihewany,2026-01-20T11:05:55Z,0,"Menu MPG lebih baik di ganti dengan roti,buah, susu, telur rebus dri pda nasi, ikan buah bnyk yg di buang GK di mkan kan mubasir",TRUE
@PaMuhammad-h2n,2026-01-19T23:04:00Z,0,Mbg rawan paling mudah di kropsi seharusnya Prabowo program MBG di alihkan ke pendidikan supaya anak bangsa merata mendapat pendidikan yg layak,TRUE
@sadewobintoro2563,2026-01-19T22:24:01Z,0,Alarm utk Wowo hindari KKN jangan  ditiru kelakuan buruk mertuanya tirulah yg baik dari pak Harto dlm mensejahterakan rakyat.,TRUE
@mantoaja-v5c,2026-01-19T14:20:38Z,0,MASUK AKAL,TRUE
@JoniDaswarman,2026-01-19T04:29:08Z,0,MBG.bukan program.tapi lebih kepada KKN.baru yg dibuat prabowo.termauk dantara.orang2 nya mantan koruptor.,TRUE
@muhamadnurfauzi3866,2026-01-19T04:13:05Z,0,Yang bisa masuk kerja di MBG pasti senang mendukung sekali,TRUE
@muhamadnurfauzi3866,2026-01-19T04:12:06Z,0,Terima kasih yang nyinyir tidak dapat kerja di MBG pasti cuma nyonyor,TRUE
@muhamadnurfauzi3866,2026-01-19T04:11:04Z,0,Alhamdulillah sejak ada MBG dapat kerja baru terima kasih MBG yg banyak membantu,TRUE
@RodjaliJolay-tp3dn,2026-01-18T10:04:47Z,0,Menurut saya uangnya kasih orang tua saja menunya ditentukan sekolah Lebih bagus,TRUE
@RodjaliJolay-tp3dn,2026-01-18T10:02:28Z,0,Yg bergizi orang orang partai koalisi yg punya Dapurnya 😂😂😂,TRUE
@jokopurwanto7506,2026-01-17T21:04:03Z,0,Ujung2nya yg kaya makin kaya....rakyat sll jd obyek pelengkap penderita..  .dijajah si omon2   dan kroninya... Merdeka apanya    ?????,TRUE
@dennyadzent1933,2026-01-17T11:46:14Z,0,"program paling kocak,tanpa berpikir cerdas😂😂😂",TRUE
@mohammadsajidin5962,2026-01-17T05:43:23Z,0,Program MBG sejak awal sudah disinyalir jadi lahan bisnis baru. Dan yang menikmati. Adalah orang orang dekat para pejabat,TRUE
@darlisdarwis3945,2026-01-17T00:46:12Z,22,Yes hanya “media”TeBeAa ( Tempo Bicor Alus )  yg sesungguh penyambung lidah rakyat . Bravo 86,TRUE
@SiusHibur,2026-01-16T23:59:56Z,0,Ntt dukung Tempo walau disepelekan dr segi ekonomi.,TRUE
@SiusHibur,2026-01-16T23:48:03Z,0,Sangat setuju kalau bukan program tapi Proyek korupsi utk kroni2 prabowo.,TRUE
@SupriAdi-sm8ft,2026-01-16T23:40:17Z,0,"kalau tujuan pk presiden prabowo sebenarnya baik cuma pelaksananya  ada yg kurang baik , bisa jadi yg bikin gaduh fi program MBG, justrru orang yg  fati awal besebrangan dgn politik  pk ptabowo.",TRUE
@sedyourip007,2026-01-16T21:19:13Z,1,Joko Oey tdk ada Bedax Zaman Prabowo Subianto,TRUE
@utigombong8373,2026-01-16T17:46:50Z,0,Psntesan APBN yg paling besar anggaran nya buat program MBG .. ternyataveh ternyata ... sampai kensikan gaji para pensiunan gak di pedulikan  ..,TRUE
@Yttaa.aj45,2026-01-16T13:06:04Z,0,"Bre,jgan salahin program nya, program ini bagus,tapi yg salah yg masak lah,EMG dasarnya negara korupsi,mau program apapun itu ya ttep ada aja yg korupsi,trs lu maunya negara kita ga ada program sama sekali gtu apa gimna? Kalo setiap ada yg korupsi Lo salahin program nya mah KLO gtu gausah ada program aja sama sekali biar ga korupsi dan pajak rakyat ga untuk apa2,gitu kan yg lu mau?,inget ya salahin orgnya jgan program nya,banyk anak2 jg yg butuh makan.",TRUE
@sumasadamas825,2026-01-16T12:50:23Z,0,Sama-sama korup cuma beda modus saja. Capek mikirin negeri ini,TRUE
@unknown-mk8bo,2026-01-16T11:38:43Z,1,"Mantam zaman  orde  baru  tujuan bikin  MBG untuk  buka  lapangan kerja  untuk  kroni kroni nya, apalagi  pillkada dipilih oleh DPRD  akan lebih  parah  rakyat  hanya jadi penonton  manis melihat  para  keroni  enak makan !!!",TRUE
@JDensuDM,2026-01-16T04:49:47Z,0,"Seharusnya ada pemerataan pekerjaan, pendapatan dan partisipasi/kontribusi dari masyarakat luas termasuk jurnalis dan media2, dinas kesehatan,  guru2, dinas pendidikan, dll agar program ini berjalan lebih baik dan didukung semua elemen masyarakat.",TRUE
@thomasaquino6187,2026-01-16T03:53:51Z,0,MBG harus dihentikan karena menuai banyak masalah. Proyek/ program MBG ini lahan baru utk para koruptor,TRUE
@AqshaLatana-c5o,2026-01-16T00:13:57Z,0,MBG tetap berjalan.karna di dalamnya.ternyata orang2 yang punya kepentingan.percuma kita menyarankan MBG dihentikan.karna pengelelanya.sudah di atur oleh penguasa.,TRUE
@Wakhidin-r6b,2026-01-15T18:58:38Z,0,"Prabowo wo wo wo gimana sih elo, omon omon doang kerjanya,tindak dong jangan dibiarin ajaaaaaa, reziiiim koruuuup, gebug!!!",TRUE
@pakmo8567,2026-01-15T11:01:34Z,0,Ini hanya untuk 2029. Bagi&quot; proyeklah wajar too.kan Duwet rakyat terserah yg kuasa,TRUE
@madeyasa5379,2026-01-14T21:56:20Z,0,betul sekali tempo...mbg progran mencari duit lewat rskyat...korusi banyak orang.  pasti pendukung prabowo,TRUE
@rahmadabdaziz8106,2026-01-14T08:36:08Z,0,Di Malaysia program makanan gratis untuk anak kurang mampu itu sudah ada sejak tahun 1970an. Program itu masih berjalan hingga kini. Lancar dan aman-aman aja. Cubalah belajar dari negara tetangga itu. Ngak ada salahnya belajar dari mereka. Jangan terlalu gengsilah.,TRUE
@Madpedo666,2026-01-12T07:26:37Z,0,terlalu banyak pengkhianat negri ini Salah satunya yg sedang merasa menjadi patriot bangsa ini,TRUE
@hanzalahzulkarnain5950,2026-01-08T12:25:42Z,1,"Di Indonesia apa sahaja usaha mahu membantu rakyat jelata yang susah dan kelaparan pasti gagal. Kononnya strategi maling uang rakyat. Tapi hakikatnya tidak nafikan ada warga termasuk anak-anak berebut cari makanan dari sampah sarap. Tapi yang menentang MBG tidak memberikan jalan penyelesaian pada masalah ini hanya tahu meremehkan sahaja. Apakah dia sendiri secara peribadi batu memberi makan pada anak-anak ataupun pura-pura tak sadar kenyataan ini berlaku? Apapun penderitaan dihadapi rakyat susah terus berpanjangan, demi untuk golongan senang selamat dari dikenakan pajak. Karut sahaja negara ini sedangkan KEPERLUAN ASAS seperti bantuan makanan pun GAGAL TELAK. Apa tak malu dan tak sadar dirikah kamu NKRI harga mati tapi warganya kelaparan tak cukup makan???",TRUE
@SaptoPriono-j3x,2026-01-08T06:42:01Z,0,MBG program gagal rawan korupsi ....uang rakyat buat ladang korupsi,TRUE
@taniasrichannel569,2026-01-08T06:29:54Z,0,COCOK DI WONOGIRI JUGA YG BANYAK BGT YG PUNNYA DAPUR BANBYAK TIM SUKSES MEREKA TIDAK SALAH KAK,TRUE
@kasmanbaron3555,2026-01-07T14:22:02Z,0,"Warga negara mau makan makanan seharga 8 RB SD 10 RB, kok dibanggakan. Itu tanda warga negara masih miskin, boss.",TRUE
@dedetafian6514,2026-01-06T12:08:47Z,0,Bubarkan aja MBG ...ksh duit cash aja biar tpt sasaran jd mkn bergizi,TRUE
@NandaNanda-g5m,2026-01-04T03:52:19Z,1,"Pak, andai anda tau di lapangan yang terjadi seperti apa. <br>Para mitra tidak lagi semangat seperti pertama kali ingin buka dapur mbg. <br>Sumber masalah kerena Yayasan, masalahnya Yayasan ini punya sifat memaksa dengan menyuruh tanda tangan perjanjian bahwa yayasan selain dapat keuntungan uang 800 per tray, yayasan juga minta pasokan buah dan bahan baku makanan dari mereka atau yayasan juga. yang dalam pasokanya mereka mengambil keuntungan yang lumayan per kg nya. <br>Disinilah mitra mbg tidak semangat lagi untuk membangun dan membuat dapur mbg nya jadi bagus higenis dan berkualitas baik karena hal ini yang akhirnya mereka buat ya sesederhana mungkin karena dari ulah para yayasan yang Serakah. Maka bisa di lihat sangat berbeda dari dapur mbg yang di kelola mitra mbg sendiri dengan yang bekerjasama terpaksa dengan mitra, yang dimaksud keterpaksaan tersebut karena pendaftaran mitra yang di tutup mungkin karena pendaftaran di borong oleh para yayasan yayasan agar bisa maraup kentungan yang besar.<br><br>Saran dari kami investigasi yayasan semua khususnya di kota kecil di jawa timur seperti trenggalek dll dan hukum pelaku yayasan yang mengmbil keuntungan dan memaksa perjanjian tersebut,<br>Kemudian pisahkan cara Daftar antara yayasan dan mitra penuh",TRUE
@TriRaharjo-d3o2b,2026-01-03T14:24:20Z,0,gak ada bedanya dibungkus jadi program tetapi yang dikurupsi berjamaah jg banyak. namanya melanjutkan rezim kmrin yg sdh garong uang rakyat.,TRUE
@erizalzaini9614,2026-01-02T01:33:45Z,0,Kacau,TRUE
@selitaglorya9410,2025-12-30T06:19:21Z,0,"pemerintahan kacau balau, korup, rakyat dibiarkan rusak. tapi yg tidak waras malah senang. oh Tuhan. mahasiswa pun jadi takut dengan diktator",TRUE
@nuryati2365,2025-12-30T01:14:09Z,0,Menebar Bakteri Gengsi,TRUE
@nuryati2365,2025-12-30T01:11:34Z,0,Mari Berpacu Gengsi,TRUE
@JhonJhoni-py6vc,2025-12-28T06:12:24Z,0,New Orde Baru.. negara dikuasai keluarga..edan memang..,TRUE
@HamidonSamsuri,2025-12-28T02:41:35Z,0,"Sebenarnya program MBG Datuk Seri Prabowo bagus,  kerana Malaysia telah melaksanakan program MBG ini di awal tahun 70 an, yg mana mungkin Datuk Seri Prabowo juga ada merasakan Program MBG ini ketika beliau bersekolah selama 4 tahun di Kuala Lumpur. Program MBG Malaysia telah berjaya di Malaysia sehingga sekarang tidak diperlukan lagi MBG kerana hasil dari MBG dahulu telah melahirkan ramai engineer,  arkitek, doctors dan lain-lain. Akhirnya program MBG ini telah berjaya menjadikan 60% rakyat malaysia ada ijazah, diploma atau certificate vocational",TRUE
@MayaSafira-p2t,2025-12-19T16:19:05Z,0,Tolong bang di Nganjuk di cek juga,TRUE
@AbdulAziz-pk7fp,2025-12-16T07:11:11Z,0,WASPADA.   DAYA KORUPSINYA LEBIH DAHSYAT.  DARI PROYEK E KTP. DAN WHOOSH.  KPK WAJIB MENG AUDIT.  MUMPUNG. BELUM JEBOL.,TRUE
@pakusamah8343,2025-12-15T11:49:32Z,0,Kasihan para pedagang kecil ..di sekolah.. mau diapakan mereka,TRUE
@BauMahmud,2025-12-13T19:51:05Z,0,"namanya projek pasti aDa PAY. Proyek nasionsl bagus tuJuan muLia..Dasar WAJAH.masa depan Indonesia. pembentuksn fisik. Caracter..Qualit.hidup.normalis,iq.EUgenetiK. BaRu.negara besar. memasuki di tahun. 2045.SeJaJar kan dg negara. Lain.tionkok.jepan chenes. 1.mau di bentuk yayasan. Bakti psncasiLa.(npwp.situ /BH). 2..project ini semoga.cepat.Jadi programm. masyarakat. (PKSmou) yayasan koperasi. Bundes. ud. cv. Ukm. inventarisasi. Organisasi. Pemuda. Karang tarunanpwpssitu.. Pokja.. dll. ( Mari Dukung mbg.)",TRUE
@Dayu_Rony,2025-12-04T06:24:50Z,0,"Tolong ada bajet untuk lansia,selama ini para lansia tidak ad yg memperhatikan, tolong perintah membantu lansia yg tidak punya pensiunan.<br>Mks...",TRUE
@adurinstayhaLaL,2025-11-18T04:54:32Z,0,Up,TRUE
@muhammadsyukursyukur703,2025-11-18T03:33:32Z,0,Jangan di pilitis Pak... Petani memang tidak ngerti politik tapi tetap punya hati nurani.,TRUE
@marlia.hasan80.PLL.pertanian,2025-11-18T02:14:21Z,0,Semoga makan bergizi berjalan lancar,TRUE
@adamrejeb4138,2025-11-18T02:04:48Z,0,Mantap pak Mentri Pertanian Semoga sehatdan sukses selalu,TRUE
@EmyWidayati-d3n,2025-11-13T14:03:46Z,0,Potensi kesempatan dalam kesempitan... Spa ya klw tdk ada udang dibalik batu harus sampai ngotot untuk dilanjut.. Zaman now keuntungan  jd prioritas..,TRUE
@satriawanfutra6490,2025-11-01T02:35:51Z,0,Kalau memang MBG ini ada masalah bisa di investigasi,TRUE
@MnurNur-k8y,2025-10-19T15:37:22Z,0,Sok pintar,TRUE
@fauzygunawirawan7535,2025-10-19T03:48:23Z,0,"Serba salah di indonesia ini,mau dimanapun kapan pun pasti ada aja celah buat korupsi",TRUE
@sitizenab6791,2025-10-09T06:24:05Z,0,Bnyk kroninya jd tdk sesuai yg d harafkan....,TRUE
@civeilized,2025-10-06T10:00:32Z,0,"&#39;Kabar bahagia dr luar negri&#39; yg sdh puluhan tshun melaksanakan free meal. <br>Kabar sedihnya, sekolah macam Al Izhar &amp; Muhamadiyah &#39;dipaksa&#39; ikut program ini, pdhl makan siang sdh dilaksanakan sekolah2 itu",TRUE
@ZarkoniSutedja,2025-10-06T04:38:58Z,1,ƁAT maju terus ...mencerdaskan  rakyat,TRUE
@OkyPatriaSaputra,2025-10-04T15:01:59Z,0,Apa kah tempo yakin....krisis pangan atau aspek makan gratis di kelola dengan pelibatan unsur tempur?😂😂😂😂 persiapan deeeh 😂😂😂😂😂,TRUE
@yusandioppo7550,2025-10-03T13:31:51Z,0,Kawan abah lagi iri wkwkwkwk,TRUE
@IRNAIRNA-v1h,2025-10-03T12:16:46Z,1,BRAVO TEMPO SLL NYIMAK LANJUTKAN SMG PEAN SEMUANYA SSL SEHAT DLM LINDUNGAN ALLOH YME AMIN..❤❤❤,TRUE
@friedaliem7541,2025-10-02T17:02:21Z,0,"Berarti presiden terlibat korupsi juga dong...artinya koruptor adalah: &quot;seseorang yg menggunakan jabatan/kekuasaannya dalam memperkaya diri sendiri/orang lain&quot;. Proyek MBG dari awal jg sdh di prediksi akan menjadi biang korupsi, ternyata benar sekali, dan rakyat jd korban krn pengelolaan tdk benar😢😢😢 sekarang gimana Prabowo mau menghentikan proyek ini? Sedangkan inilah proyek balas budi kpd tim pemenangan😅😅😅",TRUE
@KursiGoyang-s9s,2025-10-01T23:35:02Z,0,Aduh si akang mani sama dengan sayah bukan program tapi proyek 😅,TRUE
@islamicwisdom2314,2025-10-01T10:45:57Z,0,"Kehidupan dunia ini to be continued. Banyak yang tidak selesai di dunia, akan bersambung di akhirat kelak. Kesadaran ini perlu ditanam dengan kuat di hati para pemimpin Indonesia",TRUE
@edisyams,2025-10-01T05:53:35Z,0,"Keracunan bkn krn banyak dapur, tapi pengawasan dan scope kerja yg besar. coba kalo 1 sekolah 1 catering lokal di desa yg sama. pasti Stock handling lebih kecil , mudah dan terbiasa kerja catering.",TRUE
@Tikotiko472,2025-10-01T05:25:39Z,0,Dikhawatirkan untuk atm pilpres 2029,TRUE
@basirbasir7423,2025-10-01T02:05:41Z,0,Proyek partai gerindra,TRUE
@CiIing-k5x5o,2025-10-01T00:29:35Z,0,Smua jg dr presiden smpe kebwh .mrk kong kalikong .jgn mau di bodohi sm presiden .klo d bwh presiden PD korup tentu presiden k bagian lebih bnyak . Cobalah pintar rakyat jgn slalu d bohongi dgn sgl program .itu smua ladang korupsi,TRUE
@mgshartini5586,2025-10-01T00:05:53Z,0,"Puji Tuhan,msh ada jurnalis yg berkualitas/jujur",TRUE
@donisusilo483,2025-10-01T00:00:27Z,0,Ini program hanya untuk proyek2 org2 presiden saja..bukan program bergizi tp program untuk nambah2 pundi2 kekayaan org2nya prabowo..yg mendapat proyek2 ini org2 kaya..ada d tempat gw jg yg dpt proyek ini org kaya..yg kaya makin kaya yg miskin mkn mbg yg benyak kena masalah keracunan..bergizi tp g bergizi..ni peoyek harus d audit apakah ada korupsinya dn memperkaya diri sendiri dn kawan2nya...tp apakah ada yg berani yg mengauditnya??? Sy rasa g ada yg berani..mengejar korupsi ke antartika..tp ternyata korupsinya antarkita..pengusaha pst nyari2 usaha untuk menguntungkn dirinya..,TRUE
@abdulhaq-ajjawiialkalimant2221,2025-09-30T22:47:56Z,0,"Ini memang proyek, yang faktanya untuk bisa dapat proyek harus melalui jalur khusus orang-orang partai.<br>Uang makan untuk anak-anak Indonesia harus secara langsung diberikan kepada orangtuanya saja. Konon, berdasarkan informasi yang beredar dari Rp 15.000,- yang sampai kepada anak hanya Rp 10.000,- dan sisanya yaitu yang Rp 5000,- per porsi adalah biaya operasional dan sebagai biaya-biaya taktis yang terkesan diada-adakan.<br>Sebelum proyek ini berjalan secara lebih luas lagi, lebih baik dihentikan agar lebih transparan lagi dan lebih jelas, yaitu tinggal diproyeksikan Rp 15.000,- per porsi per  anak per hari, diterima langsung kepada siswa, kemudian makanan harus dibawa dan dimakan saat di sekolah.<br>Proyek ini jika tidak akan dirubah sebagaimana saya sebutkan di atas, bisa-bisa akan jadi bumerang kepada Pak Prabowo karena pelaksanaan yang cenderung setiap hari kulitas makanannya saja menyusut dan menurun.<br><br><br><br>Reply",TRUE
@siagamedia,2025-09-30T15:44:18Z,0,"Tempo jujur dan berani, tetapi kenapa MBG jalan terus? Sekarang banyak berita keracunan MBG dan setuju untuk menghentikan MBG dan menyalurkan dana tersebut kepada proyek padat karya, rumah singgah untuk anak terlantar di Indonesia, beasiswa untuk yatim piatu, beasiswa kuliah S1 karena banyak yang putus kuliah, dll tulis di kolom reply",TRUE
@hartobee6970,2025-09-30T10:19:49Z,0,Didaerah yg jadi pemegang tender ..adalah dari parpol tertentu dan koleganya ..termasuk di tingkat kecamatan ada tuh instansi tertentu   yg meminta jatah sekian persen .setiap ompreng . ..yg jelas nanti akan muncul ke permukaan.,TRUE
@denbagus5037,2025-09-30T10:05:52Z,0,Sejak awal saya sudah menyampaikan sebaiknya dana MBG digunakan untuk biaya pemilu ulang atau dialokasikan untuk pendidikan dan internet gratis,TRUE
@syahrialasyhari9772,2025-09-30T05:52:58Z,0,"kita akui niat presiden sangat bagus, namun perputaran uangnya tidak pada rakyat kecil",TRUE
@antoniussarjiyono9283,2025-09-30T05:01:15Z,0,Pesta besar,TRUE
@darnoandayani1922,2025-09-30T02:39:57Z,0,Yang jelas untung kuli proyek nya jadi ada kerjaan walaupun sebentar,TRUE
@heris2565,2025-09-30T00:04:08Z,0,"Soal mbg masyarakat sudah banyak  memberi masukan ke pemerintah supaya  mbg ini benar&quot; tepat sasaran  dengan cara  memberikan langsung bantuan ke orang tua anak  karna orangtua  anak lebih faham selera anak nya  , tapi  sepertinya mbg ini  merupakan proyek  buat  mereka  yang ber ada di daerah   yang tidak terposiaikan di pemerintah .",TRUE
@MachfudTaslim,2025-09-30T00:01:10Z,0,Tentara kok ditugasi ngurus MBG? Kayak kurang kerjaan ya lur?,TRUE
@Wahyono99-c3u,2025-09-29T23:50:53Z,0,oke banget  broo,TRUE
@anggitluthfi8240,2025-09-29T23:32:31Z,0,❤❤❤❤❤BISMILLAHIRROHMANIRROHIIM jenderal TNI (PURN) PRABOWO SUBIANTO PEMIMPIN BIJAKSANA Panjang Umur Tetap Semangat DEMI MEMBELA MENCERDASKAN MENSEJAHTERAKAN KEPENTINGAN  RAKYAT dirahmati berkah barokah Alhamdulillahirobil Alamin❤❤❤❤❤Artinya 😮😮😮😮😮PEMBANTU ORANG-ORANG DIBAWAHNYA sekelilingnya yang munafeeekkk😮😮😮😮😮,TRUE
@haslianoorsari4946,2025-09-29T23:32:07Z,0,"Semangat TEMPO, kami lbh percaya pada TEMPO Krn sudah teruji keberanian dan kebenaran yg dibuka<br>JANGAN PERNAH BERUBAH SEKALI PUN BANYAK TEKANAN KEPADA TEMPO💪💪💪👌👌👌",TRUE
@wasmau9807,2025-09-29T22:45:25Z,0,Masalah anggaran di Indonesia ngga ada yang Ngga bocor 😂😂😂😂😂,TRUE
@Pakto-m8g,2025-09-29T20:51:20Z,0,Proyek MBG ditukar aja yuk sama proyek KAI Whoosh...Bandung ke Surabaya....???...!!!!!<br>Sayang nilainya proyek besar..&quot; muspro&quot;...&quot;hilang percuma&quot;.... Lebih baik diganti proyak NYATA lebih berguna....!!!!<br>...🎉🎉🎉😎,TRUE
@EndahsupSupri,2025-09-29T15:32:10Z,0,Program tergagal yang pernah ada😢,TRUE
@gezza3728,2025-09-29T15:28:43Z,0,Kalau pendukung partai sudah banyak yang diangkat jadi menteri ada juga yang jadi petinggi BUMN dan kepala badan badan nah untuk TS yang kelas nya kecil di berilah MBG untuk dibagi bagi tiap daerah pokok nya gak ada yang sudah menjadikan dia pemimpin yang tidak diberikan peluang menguras uang rakyat. Bagi kita yang diseberang yang kebagian susah nya dampak dari penguasa yang ini.,TRUE
@rakibarliana4958,2025-09-29T09:31:35Z,0,"Proyek bagi bagi duit untuk kroni prabowo atas nama makan bergizi gratis bagi siswa.<br>Proyek ini penuh potongan, penuh kongkalikong, penuh korupsi dan penuh masalah.",TRUE
@syamsulalambaden8088,2025-09-29T06:43:59Z,0,Luar biasa investigasi team majalah TEMPO...exellent jobs,TRUE
@ekaruhana7328,2025-09-29T06:33:56Z,0,Saya menyebutnya juga bagi&quot; Proyek Mbg saja.,TRUE
@MpuSendok5758,2025-09-29T06:15:12Z,0,Pertanyaannya ?<br>Berapa prosen yg diterima mulut sasaran berupa nasi  Dari anggaran 71 t...?,TRUE
@roboflier2000,2025-09-29T05:50:01Z,0,"Terlepas dari konteksnya, istilah &quot;proyek&quot; seharusnya tidak perlu dianggap jelek. Justru dalam ilmu Project Management, istilah &quot;program&quot; itu artinya sekumpulan project/proyek yang berkaitan.",TRUE
@AcengYusup-j9z,2025-09-29T05:46:08Z,0,Presiden Prabowo bilang keracunan masal MBG jangan dipolitisasi padahal  ini program janji politinya Prabowo kalau banyak pendukungnya atau timsesnya di BGN atau SPPG udah pasti kan dalam politik tak ada makan siang gratis sebuah janji kampanye yang harus diberikan jabatan ketika terpilih jadi presiden,TRUE
@sampoernaarthagrahagraha6376,2025-09-29T05:23:21Z,0,SEMANGAT JAYA..... JAYA <br>KORUPSI Berjaya,TRUE
@erdjasa,2025-09-29T04:42:14Z,0,"sebenarnya gak masalah pendukung2 Prabowo, dapat proyek2 strategis,<br>masalah timbul, saat dikerjakan dgn setengah hati, dan hanya berfokus pada cuan !!",TRUE
@FunkyMonkey-v3j,2025-09-29T03:46:14Z,0,"Di negeri ini program/proyek apapun adalah lahan korupsi, kolusi &amp; nepotisme. Di negeri ini apapun yg bisa dipersulit, tidak akan dipermudah. 😢",TRUE
@oktodewe2953,2025-09-29T03:43:43Z,0,"Kalau saya boleh usul,,,, <br>Untuk BMG ini baiknya di serahkan pengelolaannya ke KOMITE SEKOLAH... <br>Dananya di serahkan dan merekalah yang mengelola... <br>InsyaAllah amanah dan terhindar dari kebocoran halus untuk dananya. Karena langsung di awasi bersama para anggotanya dan sekolah... 😁👍",TRUE
@martonomartono7748,2025-09-29T03:33:04Z,0,"Betul sepertinya MBG di manfaatkan jadi ladang mendapatkan cuan. Krn apapun yg terjadi pada murid&quot; Penikmat MBG, tdk ada tanggapan yg serius, terkesan rakyat di paksa hrs mau menerima. Sedangkan anggarannya cukup besar. Mari kita kritisi terus proyek ini. Dan tolong di jelaskan, siapa yg bertanggung jawab apabila terjadi hal yg serius pd anak&quot; Penikmat MBG, spy tdk saling lempar tanggung jwb.",TRUE
@PakEkoChannel1,2025-09-29T03:31:31Z,0,"Ya itu pastilah, nggak jabatan tapi proyek juga nggak nolak, mau berantas korupsi?",TRUE
@bambang9859,2025-09-29T01:46:12Z,0,"Proyek MBG jelas telah gagal, bkn hanya materi tp anak2 Indonesia yg ikut  jdi korbannya..",TRUE
@tolekeling8324,2025-09-29T01:01:47Z,0,Revolusi 🔥🔥🔥🔥🔥,TRUE
@piroyuemel7841,2025-09-29T00:25:49Z,0,"Semenjak awal mbg sdh diperkirakan menjadi lahan  bancakan tindak korupsi yg memakai nama program utk rakyat, mbg bukan menyangkut makan bergizi tapi menyangkut cuan yg begitu besar jadi masalah keracuan yg terjadi bagi mereka adalah EGP dan yg penting gue happy !!!",TRUE
@deddysuoth8914,2025-09-29T00:03:01Z,0,"Mkn bergizi utk rakyat miskin, ternyata Ada yg lbh miskin Dr yg diksh mbg, ya itu yg korup Dana mbg😂",TRUE
@BambangSukamto-fg6ll,2025-09-28T23:43:42Z,0,Ujung ujungnya duit.,TRUE
@huseifisukardi4822,2025-09-28T23:24:36Z,0,Ini memang harus diakui suatu program yang tidak mungkin harus dilanjutkan..... karena... luasnya daerah dan banyaknya pelajar yang akan diberikan makan mbg... dengan modal dapur yang mahal dan perlengkapan yang serba mahal sehingga para pengusaha dapur mbg susah untuk mencapai. Break even point... sehingga mereka harus mengambil proyek ini dalam jumlah yang besar namun keterbatasan sumber daya manusia dan sempitnya waktu untuk memproses makanan serta mendistribusikannya ini adalah hal yang sangat sulit sebaiknya sebaiknya memang dicairkan saja dananya kepada kantin sekolah yang dibangun dengan biaya yang lebih sedikit sehingga dengan demikian lebih efisien....,TRUE
@bonisaputra505,2025-09-28T21:04:40Z,0,Program yng belum siap..,TRUE
@Suwandi-jw9xs,2025-09-28T15:15:56Z,0,Ini proyek bukan utk rakyat....tp proyek buat elit2 sj mjutrus tempo......ttp hati2....😊😊😊 dn waspada,TRUE
